#Frequency,Eps1,Eps2,Eps1,Eps2
386.339,-129.0444153,14.15319046,5,0.1
386.982,-128.4409367,14.05440201,5,0.1
387.625,-127.7918044,14.01439257,5,0.1
388.268,-127.1823658,14.07840792,5,0.1
388.911,-126.6692926,14.14024059,5,0.1
389.554,-126.1966231,14.14251376,5,0.1
390.196,-125.6974956,14.10745757,5,0.1
390.839,-125.1797505,14.11675425,5,0.1
391.482,-124.7279051,14.16813492,5,0.1
392.125,-124.3608634,14.13769171,5,0.1
392.768,-123.9457521,13.94091338,5,0.1
393.411,-123.3422618,13.71430554,5,0.1
394.053,-122.6048844,13.65414028,5,0.1
394.696,-121.8969753,13.78287257,5,0.1
395.339,-121.3146998,14.00600468,5,0.1
395.982,-120.8558593,14.23168082,5,0.1
396.625,-120.4846849,14.42449841,5,0.1
397.268,-120.1751292,14.56592252,5,0.1
397.91,-119.8921424,14.63545886,5,0.1
398.553,-119.5952609,14.65652493,5,0.1
399.196,-119.2892624,14.675477,5,0.1
399.839,-119.0163052,14.68509667,5,0.1
400.482,-118.7498726,14.60613642,5,0.1
401.125,-118.428844,14.502649,5,0.1
401.767,-118.0694166,14.40737939,5,0.1
402.41,-117.7011605,14.34023338,5,0.1
403.053,-117.3443681,14.27532818,5,0.1
403.696,-117.0024087,14.21318225,5,0.1
404.339,-116.6730361,14.12447514,5,0.1
404.981,-116.3555491,14.02379667,5,0.1
405.624,-116.0353708,13.85121838,5,0.1
406.267,-115.6515596,13.6256752,5,0.1
406.91,-115.1602552,13.38318007,5,0.1
407.553,-114.5554913,13.22208027,5,0.1
408.196,-113.9286203,13.22578829,5,0.1
408.838,-113.3876048,13.34013874,5,0.1
409.481,-112.9609415,13.48595246,5,0.1
410.124,-112.633359,13.60636767,5,0.1
410.767,-112.3652337,13.65399354,5,0.1
411.41,-112.1013063,13.63338655,5,0.1
412.053,-111.8311884,13.58435969,5,0.1
412.695,-111.5506141,13.47924766,5,0.1
413.338,-111.2417578,13.35600608,5,0.1
413.981,-110.8956136,13.1865525,5,0.1
414.624,-110.4817442,13.01968544,5,0.1
415.267,-110.0056084,12.88293033,5,0.1
415.91,-109.5025436,12.83461191,5,0.1
416.552,-109.0338769,12.84427447,5,0.1
417.195,-108.5986196,12.87194913,5,0.1
417.838,-108.1971827,12.93042538,5,0.1
418.481,-107.8348153,12.98187543,5,0.1
419.124,-107.4906497,13.03553622,5,0.1
419.767,-107.1909466,13.12208256,5,0.1
420.409,-106.9755133,13.18475194,5,0.1
421.052,-106.8267373,13.1701385,5,0.1
421.695,-106.6784151,13.01574959,5,0.1
422.338,-106.4180732,12.75334662,5,0.1
422.981,-106.0001735,12.51536015,5,0.1
423.623,-105.5134903,12.42967871,5,0.1
424.266,-105.0994121,12.4685684,5,0.1
424.909,-104.8193755,12.51786882,5,0.1
425.552,-104.6187339,12.45740647,5,0.1
426.195,-104.3927508,12.29454816,5,0.1
426.838,-104.0938471,12.08327966,5,0.1
427.48,-103.712602,11.87158684,5,0.1
428.123,-103.2770744,11.72498855,5,0.1
428.766,-102.8504732,11.64081685,5,0.1
429.409,-102.4541212,11.57398761,5,0.1
430.052,-102.0747336,11.51013416,5,0.1
