#Frequency,Eps1,Eps2,Eps1,Eps2
374.126,-4085.3516,385.3935683,5,0.1
374.769,-4068.173631,385.0846585,5,0.1
375.411,-4052.552558,384.974793,5,0.1
376.054,-4038.027429,385.0027189,5,0.1
376.697,-4024.082669,384.0521098,5,0.1
377.34,-4010.705312,383.6916036,5,0.1
377.983,-3998.271728,381.9050892,5,0.1
378.626,-3985.242697,379.0067139,5,0.1
379.268,-3971.73119,376.5637821,5,0.1
379.911,-3958.771288,374.2065691,5,0.1
380.554,-3946.440062,370.9334083,5,0.1
381.197,-3933.833748,366.1234752,5,0.1
381.84,-3919.738514,360.1392198,5,0.1
382.482,-3903.826866,354.4541549,5,0.1
383.125,-3886.284453,349.5887549,5,0.1
383.768,-3868.250332,347.1519929,5,0.1
384.411,-3851.13034,345.8205622,5,0.1
385.054,-3834.792531,345.0755427,5,0.1
385.697,-3819.712265,344.9668193,5,0.1
386.339,-3805.609938,343.5352442,5,0.1
386.982,-3791.515356,341.6249807,5,0.1
387.625,-3776.805732,338.2086402,5,0.1
388.268,-3760.366749,335.0591532,5,0.1
388.911,-3742.973301,333.1975991,5,0.1
389.554,-3725.182116,332.681516,5,0.1
390.196,-3708.232531,334.5608824,5,0.1
390.839,-3693.587837,337.1638979,5,0.1
391.482,-3680.851097,338.6173995,5,0.1
392.125,-3668.714129,338.3026582,5,0.1
392.768,-3655.233785,335.9834316,5,0.1
393.411,-3639.793351,334.7515371,5,0.1
394.053,-3624.221035,335.2774426,5,0.1
394.696,-3609.588688,336.7976902,5,0.1
395.339,-3596.053613,338.4322738,5,0.1
395.982,-3583.172223,339.6842796,5,0.1
396.625,-3570.218461,340.4623551,5,0.1
397.268,-3557.344616,342.0963649,5,0.1
397.91,-3545.308197,343.8188698,5,0.1
398.553,-3533.93588,345.6078431,5,0.1
399.196,-3523.705883,347.5365879,5,0.1
399.839,-3514.895748,348.3693751,5,0.1
400.482,-3506.179844,347.0705792,5,0.1
401.125,-3496.852353,345.2605612,5,0.1
401.767,-3486.840384,342.0825217,5,0.1
402.41,-3475.670492,339.1762753,5,0.1
403.053,-3463.862328,336.191319,5,0.1
403.696,-3451.633878,333.9924373,5,0.1
404.339,-3439.406999,331.8005491,5,0.1
404.981,-3426.957268,329.9964994,5,0.1
405.624,-3414.529225,328.6084351,5,0.1
406.267,-3402.549099,327.6909126,5,0.1
406.91,-3391.107476,326.4388201,5,0.1
407.553,-3379.683443,324.7870945,5,0.1
408.196,-3368.258433,323.1377999,5,0.1
408.838,-3356.942165,321.1096961,5,0.1
409.481,-3345.312331,318.6449516,5,0.1
410.124,-3333.121061,316.1143478,5,0.1
410.767,-3320.60978,313.9388253,5,0.1
411.41,-3307.798326,311.7297562,5,0.1
412.053,-3294.77966,310.2755799,5,0.1
412.695,-3281.800375,308.8257691,5,0.1
413.338,-3268.734848,308.1272168,5,0.1
413.981,-3256.174659,307.8718934,5,0.1
414.624,-3244.31763,307.7028893,5,0.1
415.267,-3232.742602,306.8085516,5,0.1
415.91,-3221.12173,305.8997453,5,0.1
416.552,-3209.191237,304.1993123,5,0.1
417.195,-3196.132345,302.7104629,5,0.1
417.838,-3182.47261,302.6075822,5,0.1
418.481,-3169.476872,304.0447448,5,0.1
419.124,-3157.808148,306.0022542,5,0.1
419.767,-3147.702992,308.155978,5,0.1
420.409,-3138.982231,309.0403894,5,0.1
421.052,-3130.5315,308.5084151,5,0.1
421.695,-3121.829211,306.8633804,5,0.1
422.338,-3112.260174,304.0228309,5,0.1
422.981,-3101.204019,300.9831074,5,0.1
423.623,-3088.995403,298.8527578,5,0.1
424.266,-3076.540834,298.0930591,5,0.1
424.909,-3064.780962,298.4712098,5,0.1
425.552,-3054.519353,299.3951886,5,0.1
426.195,-3045.625304,299.120524,5,0.1
426.838,-3036.740375,297.1241028,5,0.1
427.48,-3026.433132,293.8997571,5,0.1
428.123,-3014.44027,291.4704126,5,0.1
428.766,-3002.201825,290.7077617,5,0.1
429.409,-2990.843429,290.7345649,5,0.1
430.052,-2980.571667,290.9033982,5,0.1
430.695,-2971.083862,290.1791703,5,0.1
431.337,-2961.368829,288.4222333,5,0.1
431.98,-2951.055788,286.5833972,5,0.1
432.623,-2940.47692,284.7151468,5,0.1
433.266,-2929.668236,282.8176129,5,0.1
433.909,-2918.535122,280.8796233,5,0.1
434.552,-2907.148468,279.2338552,5,0.1
435.194,-2895.568066,277.5632481,5,0.1
435.837,-2883.348663,276.1219806,5,0.1
436.48,-2870.793612,275.8958517,5,0.1
437.123,-2859.267986,277.0581471,5,0.1
437.766,-2849.267075,277.7870065,5,0.1
438.409,-2840.087162,277.6867849,5,0.1
439.051,-2830.854663,276.0210867,5,0.1
439.694,-2820.707499,273.9211968,5,0.1
440.337,-2810.084495,271.7589009,5,0.1
440.98,-2798.457333,268.8560716,5,0.1
441.623,-2785.283685,266.9551767,5,0.1
442.265,-2771.898713,267.1280807,5,0.1
442.908,-2760.530919,269.0570646,5,0.1
443.551,-2750.590948,268.4909631,5,0.1
444.194,-2739.796487,267.4984555,5,0.1
444.837,-2728.465026,266.1288826,5,0.1
445.48,-2716.344838,264.6447051,5,0.1
446.122,-2702.819633,263.2448847,5,0.1
446.765,-2688.702415,264.3310619,5,0.1
447.408,-2675.384649,266.0642202,5,0.1
448.051,-2662.450322,268.6554384,5,0.1
448.694,-2650.284544,272.148111,5,0.1
449.337,-2639.555673,276.362897,5,0.1
449.979,-2630.481378,279.9433469,5,0.1
450.622,-2622.414992,282.2588685,5,0.1
451.265,-2613.585765,282.2077975,5,0.1
451.908,-2603.078674,282.9733047,5,0.1
452.551,-2592.309677,284.4877213,5,0.1
453.194,-2581.945832,287.1191232,5,0.1
453.836,-2572.739213,289.9016451,5,0.1
454.479,-2564.432842,291.9891889,5,0.1
455.122,-2555.99245,292.6873946,5,0.1
455.765,-2546.102507,292.8489142,5,0.1
456.408,-2535.008846,294.6366638,5,0.1
457.051,-2525.167997,298.9731859,5,0.1
457.693,-2518.44298,303.0294816,5,0.1
458.336,-2513.295194,303.9295373,5,0.1
458.979,-2506.46042,301.6412409,5,0.1
459.622,-2496.427281,299.3076375,5,0.1
460.265,-2484.905839,299.2894832,5,0.1
460.907,-2474.035787,300.6479264,5,0.1
461.55,-2463.762787,301.8245692,5,0.1
462.193,-2452.906204,302.6069678,5,0.1
462.836,-2441.126134,304.4427315,5,0.1
463.479,-2429.281074,307.7132921,5,0.1
464.122,-2418.338562,312.5841931,5,0.1
464.764,-2409.144212,317.9674737,5,0.1
465.407,-2401.615557,322.882901,5,0.1
466.05,-2394.706682,325.907611,5,0.1
466.693,-2386.911491,327.981448,5,0.1
467.336,-2377.838095,330.0019512,5,0.1
467.979,-2368.136667,333.5501621,5,0.1
468.621,-2359.247772,338.1809705,5,0.1
469.264,-2351.375052,342.7340638,5,0.1
469.907,-2343.845007,346.833144,5,0.1
470.55,-2336.359593,350.9001766,5,0.1
471.193,-2328.878596,354.6814926,5,0.1
471.836,-2321.026213,358.3349701,5,0.1
472.478,-2312.241956,361.9601067,5,0.1
473.121,-2302.368325,367.1510312,5,0.1
473.764,-2292.290572,374.3289345,5,0.1
474.407,-2282.74907,384.1147465,5,0.1
475.05,-2275.377552,397.1720951,5,0.1
475.693,-2272.427434,412.3060573,5,0.1
476.335,-2274.780534,426.6159894,5,0.1
476.978,-2281.227406,437.7188353,5,0.1
477.621,-2289.663155,444.7295541,5,0.1
478.264,-2298.454843,448.294109,5,0.1
478.907,-2307.215045,449.1952107,5,0.1
479.549,-2315.940853,447.3941584,5,0.1
480.192,-2324.277097,442.5055495,5,0.1
480.835,-2330.935588,433.8977821,5,0.1
481.478,-2334.52053,423.1669189,5,0.1
